,NDB_No,Shrt_Desc,popularity,Protein_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(mcg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(mcg),Choline_Tot_ (mg),Vit_B12_(mcg),Vit_A_RAE,Vit_E_(mg),Vit_D_mcg,Vit_K_(mcg),macro,groupname,micro
0,18002,"BAGELS,PLN,ENR,W/ CA PROP (INCLUDES ONION,POPPY,SESAME),TSTD",0.0,2.6736,3.6,1.08,5.76,22.08,27.84,0.31200000000000006,0.036,0.13799999999999998,6.047999999999999,0.0,0.14448,0.06480000000000001,1.05,0.05496,0.016800000000000002,31.44,3.7920000000000003,0.0,0.0,0.0288,0.0,0.24,18.0,BakedGoods,BakedGoods8
1,18003,"BAGELS,EGG",0.0,3.0051,3.6855,1.12833,7.0875,23.814,19.278000000000002,0.21829500000000002,0.025515,0.116235,8.6751,0.17010000000000003,0.15195600000000004,0.0666225,0.9760905000000001,0.19022850000000002,0.0246645,24.948,0.0,0.045360000000000004,9.355500000000001,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods8
2,18005,"BAGELS,CINNAMON-RAISIN",0.0,2.548,4.94,0.988,7.28,26.0,38.48,0.29379999999999995,0.04238,0.22776,8.06,0.182,0.09984,0.07202000000000001,0.8008,0.13234,0.016120000000000002,28.86,3.796,0.0,5.46,0.0806,0.0,0.182,18.0,BakedGoods,BakedGoods8
3,18006,"BAGELS,CINNAMON-RAISIN,TSTD",0.0,2.5439999999999996,4.8,0.9815999999999999,5.52,19.92,39.12,0.19440000000000002,0.0384,0.07872,7.991999999999999,0.144,0.07919999999999999,0.06432,0.71544,0.011280000000000002,0.0144,24.48,3.9359999999999995,0.0,5.52,0.0816,0.0,0.19200000000000003,18.0,BakedGoods,BakedGoods8
4,18007,"BAGELS,OAT BRAN",0.0,2.782,3.12,0.8008,8.06,28.6,29.9,0.234,0.039259999999999996,0.22438,8.892000000000001,0.052000000000000005,0.08606,0.08788,0.7696,0.1157,0.011179999999999999,25.48,3.978,0.0,0.26,0.0858,0.0,0.10400000000000001,18.0,BakedGoods,BakedGoods8
5,18009,"BISCUITS,PLN OR BTTRMLK,FRZ,BKD",0.0,1.7577,13.8915,0.9355499999999999,4.819500000000001,121.905,63.504000000000005,0.13608,0.0235305,0.11113200000000001,5.3298000000000005,0.0,0.12105450000000001,0.082782,0.950292,0.08505000000000001,0.013324500000000001,19.845,5.67,0.03969000000000001,0.0,0.37422000000000005,0.0,1.16235,18.0,BakedGoods,BakedGoods10
6,18011,"BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP",0.0,2.06955,52.4475,0.581175,7.0875,133.245,53.298,0.172935,0.032886,0.0705915,1.7577,0.11340000000000001,0.099225,0.10120950000000001,0.8564535000000001,0.15535800000000002,0.019278000000000003,14.742,0.0,0.059535,7.371,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods10
7,18012,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT",0.0,3.886,15.08,1.2353999999999998,8.7,232.0,92.22,0.2262,0.04582,0.17457999999999999,10.961999999999998,0.05800000000000001,0.25984,0.12875999999999999,1.9110999999999998,0.21286000000000002,0.013920000000000002,49.3,2.03,0.0,0.0,0.0348,0.0,1.1019999999999999,18.0,BakedGoods,BakedGoods7
8,18013,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",0.0,2.2113,5.3865,0.876015,4.819500000000001,131.8275,52.4475,0.13041,0.026082,0.099225,5.0463000000000005,0.0,0.11821949999999999,0.065772,0.9775079999999999,0.0785295,0.0082215,23.530500000000004,1.16235,0.0,0.0,0.019845000000000005,0.0,0.6237000000000001,18.0,BakedGoods,BakedGoods10
9,18014,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",0.0,3.8628000000000005,29.58,1.4384000000000001,9.86,272.6,93.96,0.29,0.052199999999999996,0.25404,4.64,0.05800000000000001,0.22678,0.16820000000000002,1.9186399999999997,0.20067999999999997,0.036539999999999996,33.06,0.0,0.029000000000000005,1.16,0.40019999999999994,0.0,3.596,18.0,BakedGoods,BakedGoods7
10,18015,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",37.0,3.4629000000000003,13.77,1.3107,9.18,227.46,77.52,0.2091,0.04385999999999999,0.24989999999999998,6.936,0.0,0.22797,0.15249,1.87884,0.19482,0.02346,32.13,10.098,0.0,0.0,0.3417,0.0,4.845,18.0,BakedGoods,BakedGoods7
11,18016,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",0.0,1.9845000000000002,66.6225,0.82215,5.103,46.49400000000001,34.30350000000001,0.15309,0.023247000000000004,0.10716300000000001,5.528250000000001,0.05670000000000001,0.10092600000000002,0.087885,0.8360415,0.0807975,0.009922500000000002,17.2935,0.0,0.022680000000000002,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
12,18017,"BISCUITS,MXD GRAIN,REFR DOUGH",0.0,1.72935,4.819500000000001,0.779625,8.505,66.906,129.276,0.17010000000000003,0.0326025,0.18682650000000003,0.0,0.0,0.11056500000000001,0.059535,0.9639,0.0893025,0.0184275,23.530500000000004,0.0,0.0,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
13,18019,"BREAD,BANANA,PREP FROM RECIPE,MADE W/MARGARINE",0.0,1.21905,5.9535,0.3969,3.9690000000000003,16.443,37.989000000000004,0.099225,0.020412,0.059251500000000006,3.4303500000000002,0.48195,0.048762,0.05670000000000001,0.40994100000000006,0.07597800000000002,0.04252500000000001,9.355500000000001,0.0,0.028350000000000004,30.051000000000002,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods8
14,18021,"BREAD,BOSTON BROWN,CANNED",0.0,1.4742000000000002,19.845,0.59535,17.860500000000002,31.752000000000002,90.153,0.14175000000000001,0.022680000000000002,0.28917000000000004,6.2086500000000004,0.0,0.003969,0.0326025,0.3175200000000001,0.160461,0.023247000000000004,3.1185,6.66225,0.0028350000000000003,7.0875,0.09072000000000001,0.0,0.70875,18.0,BakedGoods,BakedGoods0
15,18022,"BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",0.0,1.9845000000000002,16.1595,0.70875,6.804000000000001,138.63150000000002,32.0355,0.161595,0.024097500000000004,0.0893025,1.5876,0.028350000000000004,0.12105450000000001,0.07711200000000001,0.9474570000000001,0.13608,0.03628800000000001,26.3655,2.01285,0.025515,5.3865,0.045360000000000004,0.0,1.4175,18.0,BakedGoods,BakedGoods10
16,18023,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS",49.0,3.3608999999999996,68.85,0.9435000000000001,8.67,199.41,67.83,0.3417,0.03723,0.11322000000000002,4.437,0.051000000000000004,0.0969,0.08925,1.0220399999999998,0.29528999999999994,0.04335,28.05,29.937,0.1173,17.85,0.2601,0.0,1.8870000000000002,18.0,BakedGoods,BakedGoods7
17,18024,"BREAD,CORNBREAD,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",0.0,1.8994500000000003,70.59150000000001,0.70875,7.0875,47.911500000000004,41.674499999999995,0.17010000000000003,0.0144585,0.033453,2.8633499999999996,0.08505000000000001,0.0824985,0.08334899999999999,0.639009,0.09610650000000001,0.0320355,21.829500000000003,0.0,0.04252500000000001,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
18,18025,"BREAD,CRACKED-WHEAT",0.0,2.46645,12.1905,0.796635,14.742,43.3755,50.1795,0.35154,0.062937,0.38867850000000004,7.172550000000001,0.0,0.101493,0.06804,1.0407285,0.14515200000000003,0.086184,17.2935,0.0,0.0056700000000000006,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
19,18027,"BREAD,EGG",5.0,2.69325,26.3655,0.8618400000000002,5.3865,30.051000000000002,32.6025,0.22396500000000003,0.04592700000000001,0.14175000000000001,8.53335,0.0,0.124173,0.123606,1.3744079999999999,0.079947,0.018144000000000004,29.7675,23.899050000000003,0.028350000000000004,17.860500000000002,0.07371,0.11340000000000001,0.25515,18.0,BakedGoods,BakedGoods8
20,18028,"BREAD,EGG,TOASTED",0.0,2.97675,28.917,0.9468900000000001,5.9535,33.1695,35.721000000000004,0.24381,0.05046300000000001,0.15564150000000002,9.32715,0.0,0.10914750000000001,0.12247200000000001,1.3593825000000002,0.05726700000000001,0.018144000000000004,27.783,26.05365,0.031185,19.561500000000002,0.08221500000000001,0.14175000000000001,0.28350000000000003,18.0,BakedGoods,BakedGoods8
21,18029,"Bread, french",166.0,3.047625,14.742,1.1084850000000002,9.072000000000001,29.7675,33.1695,0.29484,0.043092,0.1635795,8.1081,0.0,0.201285,0.12105450000000001,1.3656195000000002,0.1289925,0.0303345,34.8705,2.2680000000000002,0.0,0.0,0.059535,0.0,0.19845,18.0,BakedGoods,BakedGoods8
22,18030,"BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)",0.0,3.6855,13.3245,1.0971450000000003,8.7885,35.721000000000004,39.69,0.297675,0.04252500000000001,0.1624455,8.41995,0.05670000000000001,0.12105450000000001,0.104895,1.5252299999999999,0.17463599999999999,0.027216,39.69,4.96125,0.0,0.0,0.05386500000000001,0.0,0.14175000000000001,18.0,BakedGoods,BakedGoods0
23,18032,"BREAD,IRISH SODA,PREP FROM RECIPE",0.0,1.8710999999999998,22.9635,0.7626149999999999,6.520500000000001,32.319,75.411,0.161595,0.036855,0.1006425,4.5360000000000005,0.22680000000000003,0.084483,0.07626150000000001,0.6818175,0.07087500000000001,0.0235305,13.3245,0.0,0.014175000000000002,13.608000000000002,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
24,18033,"BREAD,ITALIAN",154.0,2.4948000000000006,22.113000000000003,0.8334900000000001,7.6545000000000005,29.2005,31.185,0.24381,0.0541485,0.131544,7.7112,0.0,0.1340955,0.082782,1.2420135,0.10716300000000001,0.013608,54.148500000000006,4.1391,0.0,0.0,0.08221500000000001,0.0,0.34020000000000006,18.0,BakedGoods,BakedGoods8
25,18036,"BREAD,MULTI-GRAIN,TSTD (INCLUDES WHOLE-GRAIN)",0.0,4.11642,31.468500000000002,0.7711200000000001,24.0975,70.0245,70.875,0.524475,0.0870345,0.6239835,10.1493,0.028350000000000004,0.06889050000000001,0.040256999999999994,1.2456990000000001,0.1034775,0.081081,19.845,8.1648,0.0,0.0,0.11340000000000001,0.0,0.4252500000000001,18.0,BakedGoods,BakedGoods10
26,18037,"BREAD,OAT BRAN",0.0,2.9484000000000004,18.4275,0.8845200000000001,9.9225,39.9735,41.674499999999995,0.252315,0.0382725,0.22084650000000003,8.505,0.0,0.142884,0.09809099999999998,1.3695885,0.1647135,0.0206955,22.9635,5.30145,0.0,0.5670000000000001,0.12474,0.0,0.34020000000000006,18.0,BakedGoods,BakedGoods0
27,18038,"BREAD,OAT BRAN,TOASTED",0.0,3.2319000000000004,20.128500000000003,0.9724050000000001,9.639000000000001,32.886,34.8705,0.297675,0.03628800000000001,0.21546000000000004,9.355500000000001,0.0,0.12559050000000002,0.09724050000000002,1.354563,0.03231900000000001,0.011340000000000001,19.561500000000002,4.564350000000001,0.0,0.5670000000000001,0.13608,0.0,0.36855000000000004,18.0,BakedGoods,BakedGoods8
28,18039,"BREAD,OATMEAL",10.0,2.3814,18.711000000000002,0.7654500000000002,10.4895,35.721000000000004,40.257000000000005,0.28917000000000004,0.059251500000000006,0.26649,6.974100000000001,0.0,0.11311650000000002,0.06804,0.8890560000000001,0.09667350000000001,0.019278000000000003,17.577,5.30145,0.008505,1.4175,0.13608,0.0,0.4252500000000001,18.0,BakedGoods,BakedGoods8
29,18040,"BREAD,OATMEAL,TOASTED",0.0,2.6082,20.412,0.8334900000000001,11.623500000000002,38.8395,43.659000000000006,0.31468500000000005,0.06435450000000001,0.289737,7.569450000000001,0.08505000000000001,0.0983745,0.0666225,0.869778,0.0683235,0.018994500000000004,15.025500000000001,4.507650000000001,0.0056700000000000006,1.4175,0.150255,0.0,0.48195,18.0,BakedGoods,BakedGoods0
30,18041,"BREAD,PITA,WHITE,ENRICHED",61.0,5.46,51.6,1.572,15.6,58.2,72.0,0.504,0.1008,0.28859999999999997,16.26,0.0,0.3594,0.1962,2.7791999999999994,0.2382,0.0204,64.2,8.76,0.0,0.0,0.18,0.0,0.12,18.0,BakedGoods,BakedGoods0
31,18042,"BREAD,PITA,WHOLE-WHEAT",36.0,6.272,9.6,1.9584000000000001,44.16,115.2,108.8,0.9728,0.1856,1.1136,28.16,0.0,0.21696000000000001,0.0512,1.8175999999999999,0.53184,0.1696,22.4,16.96,0.0,0.0,0.39039999999999997,0.0,0.8959999999999999,18.0,BakedGoods,BakedGoods10
32,18043,"BREAD,PROT (INCL GLUTEN)",0.0,3.4303500000000002,35.154,1.1765250000000003,18.4275,52.4475,91.287,0.51597,0.11821949999999999,0.417312,9.32715,0.0,0.10206,0.111699,1.2159315,0.11907,0.020128499999999997,32.886,5.30145,0.0,0.0,0.10206,0.0,0.36855000000000004,18.0,BakedGoods,BakedGoods0
33,18044,"BREAD,PUMPERNICKEL",6.0,2.46645,19.278000000000002,0.8136450000000001,15.309000000000001,50.463,58.968,0.41958,0.0813645,0.3699675,6.94575,0.0,0.09270450000000001,0.0864675,0.8762985000000001,0.11453400000000002,0.035721,26.3655,4.1391,0.0,0.0,0.11907,0.0,0.22680000000000003,18.0,BakedGoods,BakedGoods0
34,18045,"BREAD,PUMPERNICKEL,TSTD",0.0,2.69325,20.979,0.893025,17.01,55.2825,64.638,0.45927000000000007,0.0893025,0.406539,7.62615,0.0,0.0813645,0.0853335,0.8666595000000001,0.081648,0.035154,24.664500000000004,4.564350000000001,0.0,0.0,0.13041,0.0,0.25515,18.0,BakedGoods,BakedGoods0
35,18047,"BREAD,RAISIN,ENRICHED",0.0,2.23965,18.711000000000002,0.82215,7.371,30.901500000000002,64.3545,0.20412,0.05613300000000001,0.1420335,5.67,0.028350000000000004,0.09610650000000001,0.112833,0.9826110000000001,0.1097145,0.019561500000000002,30.051000000000002,4.1391,0.0,0.0,0.07938000000000002,0.0,0.48195,18.0,BakedGoods,BakedGoods0
36,18048,"BREAD,RAISIN,ENR,TSTD",0.0,2.4381,20.412,0.893025,7.938000000000001,33.453,69.741,0.22113000000000002,0.0609525,0.15450750000000002,6.15195,0.11340000000000001,0.08334899999999999,0.11056500000000001,0.9613485,0.07767900000000001,0.019278000000000003,27.783,4.507650000000001,0.0,0.0,0.087885,0.0,0.5386500000000001,18.0,BakedGoods,BakedGoods0
37,18049,"BREAD,RED-CAL,OAT BRAN",0.0,2.2680000000000002,16.1595,0.893025,15.5925,39.4065,28.917,0.297675,0.0824985,0.3121335,5.840100000000001,0.0,0.100359,0.057550500000000004,1.0668104999999999,0.139482,0.029200499999999997,22.9635,4.1391,0.0,0.0,0.07938000000000002,0.0,0.48195,18.0,BakedGoods,BakedGoods8
38,18050,"BREAD,RED-CAL,OAT BRAN,TSTD",0.0,2.69325,19.278000000000002,1.063125,15.5925,40.824,34.587,0.33736499999999997,0.041674499999999996,0.28520100000000004,6.94575,0.0,0.09582300000000002,0.061519500000000005,1.143072,0.047061,0.0246645,23.247000000000003,4.564350000000001,0.0,0.0,0.09355500000000001,0.0,0.5670000000000001,18.0,BakedGoods,BakedGoods8
39,18051,"BREAD,RED-CAL,OATMEAL",0.0,2.1546000000000003,32.6025,0.65205,6.804000000000001,28.35,35.154,0.235305,0.028066500000000005,0.1528065,6.520500000000001,0.05670000000000001,0.098658,0.07938000000000002,0.8590049999999999,0.12218849999999999,0.0127575,15.5925,0.0,0.028350000000000004,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods8
40,18053,"BREAD,REDUCED-CALORIE,RYE",0.0,2.57985,21.546,0.87885,6.237,22.113000000000003,27.783,0.18711000000000003,0.0377055,0.1284255,7.90965,0.11340000000000001,0.10404450000000001,0.06804,0.7164045,0.0841995,0.021829499999999998,16.443,4.1391,0.011340000000000001,0.0,0.07938000000000002,0.0,0.17010000000000003,18.0,BakedGoods,BakedGoods8
41,18055,"BREAD,RED-CAL,WHEAT",0.0,3.7762200000000004,46.2105,0.8249850000000001,12.1905,42.2415,42.525,0.3827250000000001,0.0484785,0.343035,8.618400000000001,0.028350000000000004,0.099225,0.03969000000000001,1.0716299999999999,0.0,0.01701,25.7985,5.30145,0.0,0.0,0.06804,0.0,0.05670000000000001,18.0,BakedGoods,BakedGoods0
42,18057,"BREAD,RED-CAL,WHITE",3.0,2.46645,26.649,0.9043650000000001,6.520500000000001,34.30350000000001,21.546,0.37989000000000006,0.09355500000000001,0.11084850000000002,6.15195,0.14175000000000001,0.116235,0.08193149999999999,1.0322235,0.130977,0.011907000000000001,26.9325,4.1391,0.07938000000000002,0.0,0.05386500000000001,0.0,0.17010000000000003,18.0,BakedGoods,BakedGoods8
43,18059,"BREAD,RICE BRAN",0.0,2.5231500000000002,19.561500000000002,1.023435,22.68,50.463,60.9525,0.371385,0.052164,0.4493475,8.13645,0.0,0.1851255,0.08505000000000001,1.930635,0.219996,0.07597800000000002,24.381,5.30145,0.0,0.0,0.18427500000000002,0.0,0.28350000000000003,18.0,BakedGoods,BakedGoods0
44,18060,"BREAD,RYE",51.0,2.4097500000000003,20.695500000000003,0.802305,11.34,35.4375,47.06100000000001,0.32319,0.052731,0.23360399999999998,8.76015,0.11340000000000001,0.12303900000000001,0.09497250000000002,1.0787175,0.12474,0.021262500000000004,31.185,4.1391,0.0,0.0,0.09355500000000001,0.0,0.34020000000000006,18.0,BakedGoods,BakedGoods0
45,18061,"BREAD,RYE,TOASTED",0.0,2.6649000000000003,22.68,0.87885,12.1905,39.123000000000005,51.880500000000005,0.354375,0.057834,0.2565675,9.639000000000001,0.05670000000000001,0.108297,0.094122,1.0668104999999999,0.08901900000000001,0.020979,29.2005,4.564350000000001,0.0,0.0,0.104895,0.0,0.36855000000000004,18.0,BakedGoods,BakedGoods0
46,18064,"BREAD,WHEAT",429.0,3.0943,36.25,1.044,11.89,37.41,40.89,0.3016,0.04292,0.29754,8.352,0.05800000000000001,0.11918999999999999,0.07307999999999999,1.6210999999999998,0.23779999999999998,0.032189999999999996,24.65,5.422999999999999,0.0,0.0,0.055099999999999996,0.0,1.4210000000000003,18.0,BakedGoods,BakedGoods0
47,18065,"BREAD, WHEAT, TSTD",0.0,3.6741600000000005,46.7775,1.1595149999999999,16.7265,53.298,63.2205,0.41674500000000003,0.05613300000000001,0.39037950000000005,9.4689,0.05670000000000001,0.12445650000000001,0.108297,1.771875,0.12927600000000003,0.043375500000000004,24.381,6.265350000000001,0.0,0.0,0.06804,0.0,1.6159500000000002,18.0,BakedGoods,BakedGoods0
48,18066,"BREAD,WHEAT BRAN",0.0,2.4948000000000006,20.979,0.8703449999999999,22.9635,52.4475,64.3545,0.3827250000000001,0.0626535,0.47287799999999997,8.7885,0.0,0.11254950000000001,0.0813645,1.247967,0.15195600000000004,0.049896,29.7675,5.30145,0.0,0.0,0.09072000000000001,0.0,0.36855000000000004,18.0,BakedGoods,BakedGoods0
49,18069,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)",1312.0,2.5664999999999996,41.76,1.0469,6.67,28.42,36.54,0.2146,0.029290000000000004,0.15544,6.38,0.0,0.15457,0.07046999999999999,1.3862,0.15544,0.025229999999999995,32.19,4.234,0.0,0.0,0.0638,0.0,0.05800000000000001,18.0,BakedGoods,BakedGoods0
50,18070,"BREAD,WHITE,COMMLY PREP,TSTD",0.0,2.5515,33.7365,0.9440550000000001,7.371,29.2005,37.1385,0.19278000000000003,0.039123000000000005,0.1193535,8.7885,0.0,0.1176525,0.0955395,1.113021,0.07881300000000001,0.0178605,29.484,4.5360000000000005,0.0056700000000000006,0.0,0.06804,0.0,0.9639,18.0,BakedGoods,BakedGoods0
51,18071,"BREAD,WHITE,PREP FROM RECIPE,MADE W/NONFAT DRY MILK",0.0,2.18295,9.072000000000001,0.90153,4.819500000000001,27.216000000000005,31.468500000000002,0.16726500000000002,0.031752,0.13041,6.548850000000001,0.0,0.12218849999999999,0.099792,1.0577385,0.08051399999999999,0.0104895,24.0975,0.0,0.0056700000000000006,3.4020000000000006,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods8
52,18073,"BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",0.0,2.23965,16.1595,0.8419950000000002,5.3865,32.6025,41.391000000000005,0.18144000000000002,0.0326025,0.117936,6.03855,0.05670000000000001,0.11481750000000002,0.10858050000000001,1.017198,0.106029,0.0144585,25.7985,0.0,0.022680000000000002,6.237,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods8
53,18075,"BREAD,WHOLE-WHEAT,COMM. PREPARED",343.0,3.984,51.52,0.7904000000000001,24.0,67.84,81.28,0.5664,0.07264,0.69568,8.224,0.0,0.12608,0.05344,1.4201599999999999,0.20672000000000001,0.0688,13.44,8.704,0.0,0.0,0.8512000000000001,0.0,2.496,18.0,BakedGoods,BakedGoods10
54,18076,"BREAD, WHOLE-WHEAT, COMMER PREP, TOASTED",0.0,4.612545,36.855,0.83916,28.0665,85.90050000000001,92.421,0.609525,0.18994500000000003,0.7215075,14.9121,0.0,0.10659600000000001,0.08051399999999999,1.6250220000000002,0.204687,0.0671895,14.742,9.5823,0.0,0.0,0.178605,0.0,2.5515,18.0,BakedGoods,BakedGoods10
55,18077,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE",0.0,2.3814,9.355500000000001,0.87885,22.9635,53.0145,89.01899999999999,0.4252500000000001,0.0717255,0.5332635,10.943100000000001,0.0,0.08590049999999999,0.06435450000000001,1.1297475,0.1340955,0.0564165,18.4275,7.5127500000000005,0.0,0.0,0.21546000000000004,0.0,2.6649000000000003,18.0,BakedGoods,BakedGoods0
56,18078,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD",0.0,2.6082,10.206,0.9639,25.2315,58.1175,97.8075,0.46777499999999994,0.07881300000000001,0.5859945000000001,12.04875,0.0,0.075411,0.0637875,1.1172735,0.09582300000000002,0.0558495,18.994500000000002,8.2782,0.0,0.0,0.23814,0.0,2.9484000000000004,18.0,BakedGoods,BakedGoods0
57,18079,"BREAD CRUMBS,DRY,GRATED,PLN",193.0,3.7847250000000003,51.880500000000005,1.369305,12.1905,46.7775,55.566,0.411075,0.07229250000000001,0.2605365,7.1442,0.0,0.2741445,0.1142505,1.8807390000000002,0.15649200000000002,0.0343035,30.334500000000002,4.1391,0.099225,0.0,0.022680000000000002,0.0,1.8710999999999998,18.0,BakedGoods,BakedGoods0
58,18080,"BREAD STICKS,PLAIN",11.0,5.52,10.12,1.9688000000000003,14.72,55.66,57.04,0.4048,0.08648,0.25622000000000006,17.25,0.0,0.27093999999999996,0.25438000000000005,2.4292599999999998,0.24840000000000004,0.03358,74.52,6.716,0.0,0.0,0.4646,0.0,1.012,18.0,BakedGoods,BakedGoods0
59,18081,"BREAD STUFFING,BREAD,DRY MIX",16.0,3.1185,27.4995,1.080135,11.34,39.9735,69.741,0.26365500000000003,0.067473,0.168399,13.608000000000002,0.0,0.168966,0.11453400000000002,1.6346610000000001,0.112833,0.043092,47.628,4.1391,0.0056700000000000006,0.0,0.10773000000000002,0.0,0.31185000000000007,18.0,BakedGoods,BakedGoods0
60,18082,"BREAD STUFFING,BREAD,DRY MIX,PREP",2.0,0.773955,8.505,0.26932500000000004,3.1185,10.773,18.994500000000002,0.065205,0.018144000000000004,0.041391,3.3453000000000004,0.0,0.0399735,0.0297675,0.40313699999999997,0.031185,0.0110565,10.4895,1.50255,0.0056700000000000006,32.319,0.37989000000000006,0.0,3.7421999999999995,18.0,BakedGoods,BakedGoods8
61,18084,"BREAD STUFFING,CORNBREAD,DRY MIX",0.0,2.835,22.113000000000003,0.921375,12.474,32.0355,57.834,0.21262500000000004,0.06463800000000001,0.1499715,8.3916,0.9922500000000001,0.1443015,0.098658,1.3814955,0.08051399999999999,0.041391,49.6125,0.0,0.0028350000000000003,2.2680000000000002,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods0
62,18085,"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",12.0,0.82215,7.371,0.26649,3.6855,9.639000000000001,17.577,0.065205,0.019561500000000002,0.03231900000000001,8.70345,0.22680000000000003,0.033169500000000005,0.026082,0.3535245,0.01701,0.010773,27.4995,6.9174,0.0028350000000000003,22.113000000000003,0.240975,0.0,2.4948000000000006,18.0,BakedGoods,BakedGoods8
63,18086,"CAKE,ANGELFOOD,COMMLY PREP",0.0,1.6520000000000001,39.2,0.1456,3.36,90.72,26.04,0.019600000000000003,0.021840000000000002,0.0238,2.044,0.0,0.02856,0.13748,0.24724000000000002,0.05544,0.00868,9.8,0.0,0.0168,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods10
64,18087,"CAKE,ANGELFOOD,DRY MIX",0.0,2.4320000000000004,58.14,0.10260000000000001,4.18,128.06,34.58,0.0608,0.03572,0.05396,4.788,0.0,0.0,0.10146000000000001,0.10146000000000001,0.10032,0.00342,15.96,1.026,0.019000000000000003,0.0,0.0,0.0,0.038000000000000006,18.0,BakedGoods,BakedGoods10
65,18088,"CAKE,ANGELFOOD,DRY MIX,PREP",4.0,3.05,42.0,0.115,4.0,116.0,67.5,0.065,0.034,0.0315,7.65,0.0,0.046,0.10100000000000002,0.0855,0.055,0.003,9.5,0.65,0.015,0.0,0.005,0.0,0.05,18.0,BakedGoods,BakedGoods10
66,18090,"CAKE,BOSTON CRM PIE,COMMLY PREP",0.0,0.6804000000000001,6.520500000000001,0.10773000000000002,1.7010000000000003,13.8915,11.056500000000002,0.045360000000000004,0.011907000000000001,0.014175000000000002,1.16235,0.05670000000000001,0.115668,0.076545,0.0541485,0.0853335,0.007371,3.9690000000000003,4.9329,0.045360000000000004,6.804000000000001,0.04252500000000001,0.028350000000000004,0.87885,18.0,BakedGoods,BakedGoods8
67,18092,"CAKE,PUDDING-TYPE,CARROT,DRY MIX",0.0,1.44585,48.762,0.5103,2.2680000000000002,70.0245,47.911500000000004,0.05670000000000001,0.014175000000000002,0.14968800000000002,4.22415,0.34020000000000006,0.0751275,0.04819500000000001,0.6251175000000001,0.08334899999999999,0.0223965,18.994500000000002,0.0,0.011340000000000001,27.4995,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods10
68,18095,"CAKE,CHERRY FUDGE W/CHOC FRSTNG",0.0,0.6804000000000001,13.608000000000002,0.31185000000000007,5.3865,29.7675,47.06100000000001,0.07938000000000002,0.016159500000000004,0.018994500000000004,0.9639,3.8556,0.008505,0.05386500000000001,0.19845,0.1312605,0.01701,2.835,8.07975,0.059535,22.68,0.21262500000000004,0.08505000000000001,0.6804000000000001,18.0,BakedGoods,BakedGoods8
69,18097,"CAKE,PUDDING-TYPE,CHOC,DRY MIX",0.0,1.3041,37.7055,0.82782,11.623500000000002,81.081,95.5395,0.22113000000000002,0.07711200000000001,0.0603855,0.9355499999999999,0.028350000000000004,0.059535,0.04819500000000001,0.6852195000000001,0.0598185,0.0087885,15.309000000000001,0.9355499999999999,0.14175000000000001,0.28350000000000003,0.18427500000000002,0.0,0.6237000000000001,18.0,BakedGoods,BakedGoods10
70,18101,"CAKE,CHOC,PREP FROM RECIPE WO/FRSTNG",0.0,5.035,57.0,1.5295,30.4,100.7,133.0,0.6555,0.19665,0.266,11.305,0.19,0.13394999999999999,0.20235,1.08015,0.2888,0.03895,25.65,121.98,0.15200000000000002,0.0,0.0,0.0,0.0,18.0,BakedGoods,BakedGoods1
